longitude,latitude
48.04777777777781,12.904722222222222
43.26666666666665,12.816944444444443
117.56666666667002,-0.25
48.883333333333326,5.7
91.733333333333,22.216666666667
106.91833333333,-5.9513888888889
103.28361111111008,1.2669444444444
117.64572143554688,-0.6509259386917885
118.25,10.966666666666669
101.38456178506216,1.7315442231663216
101.41666666666993,1.7166666666667
105.28444444443994,2.8191666666667
43.45000000000061,12.5833333333333
109.07361111111004,-7.7680555555556
60.43833333333328,23.54
98.75,3.9166666666666665
104.60000000000002,1.35
104.14499999999998,0.75666666666667
104.2494444444444,1.0025
39.65381946563707,-4.065211217411
104.14305555556008,1.0775
103.86888888889008,3.9241666666667
